,agency,amended_notice,amended_notice_date,comment_due_review_date,comment_letter_date,comment_letters,comment_letters_titles,contact_name,contact_phone,date_uploaded,document_type,eis_number,federal_register_date,rating,report_files,report_files_titles,report_link,state,supplemental_info,title,website
2175,USCG,,,06/07/2005,06/20/2005,,,Lt. Ken Kusano,202-267-1184,04/22/2005,Draft EIS,20050162,04/22/2005,EO2,,,04/22/2005,00, ,"Pearl Crossing Liquefied Natural Gas (LNG) Deepwater Port Terminal and Pipeline Project, Proposes to Construct a Liquefied Natural Gas (LNG)   Receiving, Storage, and Regasification Facility, Gulf of Mexico, Cameron and Calcasieu Parishes, LA and San Patricio County, TX",
2176,USFS,,,05/23/2005,05/10/2005,,,Dan Seifert,406-362-4265,04/22/2005,Final EIS,20050152,04/22/2005,,,,04/22/2005,MT, ,"Snow Talon Fire Salvage Project, Proposes to Salvage Harvest Trees Burned in the Fire, Helena National Forest, Lincoln Ranger District, Lewis and Clark County, MT",
2177,USFS,,,05/23/2005,05/23/2005,,,John Borton,541-247-3640,04/22/2005,Final EIS,20050161,04/22/2005,,,,04/22/2005,OR, ,"Rogue River-Siskiyou National Forest, Special Use Permits for Outfitter and Guide Operations on the Lower Rogue and Lower Rogue and Lower Illinois Rivers, Gold Beach Ranger District, Rogue River-Siskiyou National Forest, Curry County, OR",
2178,USFS,,,05/23/2005,05/15/2005,,,Glen Westlund,509-522-6009,04/22/2005,Final EIS,20050155,04/22/2005,,,,04/22/2005,OR, ,"Plentybob Ecosystem Restoration Project, Restoration Activities Include:  Prescribed Fire, Timber Harvest, Road Obliteration, Hardwood Planting and Noxious Weed Treatment, Implementation, Walla Walla Ranger District, Umatilla National Forest, Umatilla County, OR",
2179,USFS,,,06/06/2005,06/09/2005,,,Tracy Hollingshead ,406-821-3201,04/22/2005,Draft EIS,20050157,04/22/2005,EC2,,,04/22/2005,MT, ,"Middle East Fork Hazardous Fuel Reduction Project, Implementation of Three Alternatives, Bitterroot National Forest, Sula Ranger District, Ravalli County, MT",
2180,USFS,,,06/06/2005,06/03/2005,,,Doug Heyrend,208-547-4356,04/22/2005,Draft EIS,20050158,04/22/2005,EC2,,,04/22/2005,ID, ,"Aspen Range Timber Sale and Vegetation Treatment  Project, Proposal to Treat Forested and Nonforested Vegetation, Caribou-Targhee National Forest, Soda Springs Ranger District, Caribou County, ID",
2181,USFS,,,06/06/2005,06/06/2005,,,Ken Klingenberg,208-84 7-0375,04/22/2005,Draft EIS,20050160,04/22/2005,EC1,,,04/22/2005,ID, ,"Three Basins Timber Sale Project, Proposal to Treat 760 Acres of Mature Forest, Implementation, Caribou-Targhee National Forest, Montpellier Ranger District, Bearlake and Caribou Counties, ID",
2182,USFS,,,06/15/2005,07/01/2005,,,MaryBeth Hennessy,760-873-2448,04/15/2005,Draft EIS,20050151,04/15/2005,EC2,,,04/15/2005,CA, ,"Ansel Adams and John Muir Wildernesses, Trail and Commercial Pack Stock Management, Implementation, Inyo, Mono, Madera and Fresno Counties, CA",
2183,USFS,,,05/16/2005,05/16/2005,,,Ester McCullough,208-983-0885,04/15/2005,Final EIS,20050147,04/15/2005,,,,04/15/2005,ID, ,"American and Crooked Rivers Project, Improve Forest Health and Reduce Hazardous Fuels, Implementation, Nez Perce National Forest, Red River Ranger District, Idaho County, ID",
2184,USAF,,,05/23/2005,05/23/2005,,,Julia Cantrell,210-536-3515,04/08/2005,Draft EIS,20050141,04/08/2005,EC2,,,04/08/2005,FL, ,"Eglin Air Force Base and Hurlburt Field Military Family Housing, Demolition, Construction, Renovation and Leasing (DCR&L) Program, Okaloosa County, FL",
2185,USACE,,,05/16/2005,05/16/2005,,,Rebecca Weiss,904-232-1577,04/01/2005,Draft Supplement,20050135,04/01/2005,LO,,,04/01/2005,FL, ,"Herbert Hoover Dike Major Rehabilitation Evaluation Study, Proposed to Reduce the Probability of a Breach of Reach One, Lake Okeechobee, Martin and Palm Beach Counties, FL",
2186,USFS,"The above NOA EIS should have appeared in the 03/25/2005 Federal Register.  The 
45-Day Comment Period is Calculated from 03/25/2005",04/01/2005,05/07/2005,05/09/2005,,,Shane Q. Jacobson,208-374-5422,04/01/2005,Draft EIS,20050128,04/01/2005,EC2,,,04/01/2005,ID, ,"Porcupine East, 9 Allotment Grazing Analysis Project, Authorizing Livestock Grazing, Caribou-Targhee National Forest, Dubois Ranger District, Cenntenial Mountains, Clark County, ID",
2187,USFS,"Revision of FR Notice Published on 04/01/2005:  CEQ Comment Period Ending on 
6/30/2005 has been Extended to 07/01/2005.",06/10/2005,07/01/2005,07/01/2005,,,Bob Gianniny,770-753-0101,04/01/2005,Draft EIS,20050133,04/01/2005,EC2,,,04/01/2005,OH, ,"Wayne National Forest, Proposed Revised Land and Resource Management Plan, Implementation, Several Counties, OH",
2188,USFS,,,05/02/2005,04/26/2005,,,Anne F. Archie,715-362-1300,04/01/2005,Final EIS,20050130,04/01/2005,,,,04/01/2005,WI, ,"Lakewood/Laona Plantation Thinning Project, To Implement Vegetation Management Activities, Chequamegon-Nicolet National Forest, Lakewood Ranger District, Forest, Langlade and Oconto Counties, WI",
2189,USFS,"Revision of FR Notice Published on 04/01/05: CEQ Comment Period Ending 
06/30/2005 has been Extended to 07/05/2005.  ",04/29/2005,07/05/2005,06/30/2005,,,Jay Strand,802-767-4261,04/01/2005,Draft EIS,20050137,04/01/2005,LO,,,04/01/2005,VT, ,"Green Mountain National Forest, Propose Revised Land and Resource Management Plan, Implementation, Forest Plan Revision, Addison, Bennington, Rutland, Washington, Windham and Windsor Counties, VT",
2190,USFS,Revision of FR Notice Published on 04/01/2005:  Correction to Telephone Number.,04/08/2005,05/16/2005,05/16/2005,,,Liane Mattson,970-874-6697,04/01/2005,Draft EIS,20050136,04/01/2005,EC2,,,04/01/2005,CO, ,"Dry Fork Federal Coal Lease-by-Application (COC-67232), Leasing Additional Federal Coal Lands for Underground Coal Resource, Special-Use-Permits and US Army COE Section 404 Permit, Grand Mesa, Uncompahgre and Gunnison National Forests, Gunnison County, CO",
2191,USFS,,,05/16/2005,05/27/2005,,,Deb Tiller,208-524-7500,04/01/2005,Draft EIS,20050134,04/01/2005,EC2,,,04/01/2005,ID, ,"Caribou Travel Plan Revision, Determine the Motorized Road and Trail System, Implementation, Caribou-Targhee National Forest, Westside, Soda Spring and Montpelier Ranger Districts, Bannock, Bear River, Bonneville, Caribou, Franklin, Oneida and Power Counties, ID; Box Elder and Cache Counties, UT and Lincoln County, WY",
2192,USFS,,,05/02/2005,04/12/2005,,,David Swank,415-865-3700,04/01/2005,Final EIS,20050129,04/01/2005,,,,04/01/2005,UT, ,"Duck Creek Fuels Treatment Analysis, To Reduce Fuels, Enhance Fire-Tolerant Vegetation and Provide Fuel Breaks, Dixie National Forest, Cedard City Ranger District, Kane County, UT",
2193,USFS,"Revision of FR Notice Published  03/25/2005:  Correction to CEQ Comment Period 
from 03/09/2005 to 05/09/2005",04/01/2005,05/09/2005,05/09/2005,,,Patricia Ferrell,530-642-5146,03/25/2005,Draft EIS,20050111,03/25/2005,EC2,,,03/25/2005,CA, ,"Power Fire Restoration Project, To Reduce Long-Term Furel Loading for the Purpose of Reducing Future Severity and Resistance to Control, Amador Ranger District, Eldorado National Forest, Amador County, CA",
2194,USFS,,,05/09/2005,05/09/2005,,,Laura Hieholzer,530-647-5382,03/25/2005,Draft EIS,20050110,03/25/2005,EC2,,,03/25/2005,CA, ,"Freds Fire Restoration Project, To Reduce Long-Term Fuel Loading for the Purpose of Reducing Future Fire Severity and Resistance to Control, Eldorado National Forest, El Dorado County, CA",
2195,USFS,,,05/09/2005,05/16/2005,,,Jim Thinnes,970-945-3201,03/25/2005,Draft Supplement,20050120,03/25/2005,LO,,,03/25/2005,CO, ,"Baylor Park Blowdown Project, New Information, Salvage and Treat Down and Damaged Timber, To Reduce Impact of Spruce Beetles, Implementation, White River National Forest, Sopris and Rifle Ranger Districts, Garfield, Mesa and Pitkin Counties, CO",
2196,USFS,Revision of FR Notice Published on 03/25/2005:  Correction to Title,06/03/2005,06/27/2005,06/27/2005,,,Dave Maercklein,906-786-4062,03/25/2005,Draft EIS,20050127,03/25/2005,LO,,,03/25/2005,MI, ,"Hiawatha National Forest, Proposed Land and Resource Management Plan, Forest Plan Revision, Implementation, Alger, Cheboygan, Chippewa, Delta, Luce, Mackinac, Marquette and Schoolcraft Counties, MI",
2197,USFS,,,05/09/2005,05/09/2005,,,Gary L. Larsen,503-668-1700,03/25/2005,Draft EIS,20050119,03/25/2005,EC1,,,03/25/2005,OR, ,"Timberline Express Project, To Improve the Winter Recreational Opportunities, Implementation, Zigzag Ranger District, Mt. Hood National Forest, Clackamas County, OR",
2198,USFS,,,05/09/2005,04/29/2005,,,Eric Dickinson,406-295-4693,03/25/2005,Draft EIS,20050121,03/25/2005,EC2,,,03/25/2005,MT, ,"Northeast Yaak Project, Proposed Harvest to Reduce Fuels in Old Growth, Implementation, Kootenai National Forest, Three River Ranger District, Lincoln County, MT",
2199,USFS,,,04/25/2005,04/11/2005,,,Scott Hill,307-674-2600,03/25/2005,Final EIS,20050112,03/25/2005,,,,03/25/2005,WY, ,"Woodrock Project, Proposal for Timber Sale, Travel Management and Watershed Restoration, Implementation, Bighorn National Forest, Tongue Ranger District, Sheridan County, WY",
2200,USFS,"Revision of FR Notice Published on 03/25/2005:  CEQ Comment Period Ending on 
06/23/2005 has been Extended to 06/27/2005.",05/13/2005,06/27/2005,06/23/2005,,,Robert Brenner,906-932-1330,03/25/2005,Draft EIS,20050118,03/25/2005,EC2,,,03/25/2005,MI, ,"Ottawa National Forest, Proposed Land and Resource Management Plan, Forest Plan Revision, Implementation, Baraga, Gogebic, Houghton, Iron, Marquette and Ontonagan Counties, MI",
2201,USFS,"Revision of FR Notice Published on 03/25/2005:  CEQ Comment Period Ending 
06/23/2005 has been Extended to 06/27/2005",05/27/2005,06/27/2005,06/23/2005,,,Judi Perez,812-275-5987,03/25/2005,Draft EIS,20050114,03/25/2005,EC2,,,03/25/2005,IN, ,"Hoosier National Forest Land and Resource Management Plan, Implementation, Brown, Crawford, Dubois, Jackson, Lawrence, Martin, Monroe, Orange, Perry Counties, IN",
2202,USACE,,,04/18/2005,04/18/2005,,,Barry Schueler,502-315-6780,03/18/2005,Final EIS,20050102,03/18/2005,,,,03/18/2005,OH, ,"Mill Creek, Ohio Flood Damage Reduction Project, To Reduce Damages to Communities , Hamilton County, OH",
2203,USFS,,,05/02/2005,05/05/2005,,,Joel T. King,541-560-3400,03/18/2005,Draft EIS,20050099,03/18/2005,EC1,,,03/18/2005,OR, ,"Big Butte Springs Timber Sales, To Implementation Management Direction, Roque River-Siskiyou National Forest, Butte Falls Ranger District, Cascade Zone, Jackson County, OR",
2204,USFS,"Revision of FR Notice Published on 03/18/2005:  CEQ Comment Period Ending on 
06/16/2005 has been Extended to 06/20/2005",05/20/2005,06/20/2005,06/20/2005,,,Stephen Hupe,618-253-7114,03/18/2005,Draft EIS,20050107,03/18/2005,LO,,,03/18/2005,IL, ,"Shawnee National Forest Proposed Land and Resource Management Plan Revision, Implementation, Alexander, Gallatin, Hardin, Jackson, Johnson, Massac, Pope, Union and Williamson Counties, IL",
2205,USFS,,,04/18/2005,04/07/2005,,,Jeffrey L. Trip,406-832-3178,03/18/2005,Final EIS,20050106,03/18/2005,,,,03/18/2005,MT, ,"Sheep Creek Salvage Project, Moving Current Resource Conditions and Trends Toward Desired Future Conditions, Beaverhead-Deerlodge National Forest, Beaverhead County, MT",
2206,USFS,"Revision of FR Notice Published on 03/18/2005:  CEQ Comment Period Ending 
06/16/2005 has been Extended to 06/20/2005.",05/13/2005,06/20/2005,06/20/2005,,,Jeff Pullen,231-775-2421,03/18/2005,Draft EIS,20050105,03/18/2005,EC2,,,03/18/2005,MI, ,"Huron-Manistee National Forests, Proposed Land and Resource Management Plan, Implementation, Several Counties, MI",
2207,USFS,,,04/18/2005,04/18/2005,,,Ken Jacobs,928-774-1147,03/18/2005,Final EIS,20050101,03/18/2005,,,,03/18/2005,AZ, ,"Arizona Snowbowl Facilities Improvements, Proposal to Provide a Consistent/Reliable Operating Season, Coconino National Forest, Coconino County, AZ",
2208,USACE,,,04/25/2005,05/20/2005,,,Jack Sands,509-527-7287,03/11/2005,Draft EIS,20050094,03/11/2005,EC2,,,03/11/2005,WA, ,"Lower Snake River Navigation Maintenance, To Perform Routine Maintenance of the Federal Navigation Channel and Berthing Areas, Lower Snake and Clearwater Rivers, WA and ID","http://www.nww.usace.army.mil/channel_maint/one-year/default.htm
http://www.nww.usace.army.mil/channel_maint/one-year/default.htm"
2209,USFS,"Revision of FR Notice Published on 3/11/2005:  CEQ Comment Period Ending on 
4/25/2005 has been Extended to 5/2/2005.",04/15/2005,05/02/2005,04/22/2005,,,Steve Kozel,307-283-1361,03/11/2005,Draft EIS,20050086,03/11/2005,EC2,,,03/11/2005,WY, ,"Dean Project Area, Proposes to Implement  Multiple Resource Management Actions, Black Hills National Forest, Bearlead Ranger District, Sundance, Crook County, WA",
2210,USFS,,,04/11/2005,04/21/2005,,,Rick Abbott,541-498-2531,03/11/2005,Second Final EIS (Tiering),20050092,03/11/2005,,,,03/11/2005,OR, ,"Lemolo Watershed Projects, Updated and New Infomation Concerning Recommendeds Steamed from the Diamond Lake/Lemolo Lake Watershed Analysis (WA), Implementation, Umpqua National Forest, Diamond Lake Ranger District, Douglas County, OR",
2211,USFS,,,04/18/2005,04/18/2005,,,Jeffery S. Abegglen,308-432-0300,03/04/2005,Draft EIS,20050078,03/04/2005,LO,,,03/04/2005,00, ,"Black-Tailed Prairie Dog Conservation and Management on the Nebraska National Forest and Associated Units, Implementation, Dawes, Sioux, Blaine, Cherry, Thomas Counties, NE and Custer, Fall River, Jackson, Pennington, Jones, Lyman, Stanley Counties, SD ",
2212,USFS,,,04/04/2005,04/04/2005,,,Teri Banka,530-994-3401,03/04/2005,Final EIS,20050079,03/04/2005,,,,03/04/2005,CA, ,"Cottonwood Fire Vegetation Management Project, Control Vegetation that is Competing with Conifer Seedlings, Sierraville Ranger District, Tahoe National Forest, Sierra County, CA",
2213,USFS,,,04/18/2005,04/18/2005,,,Leslie Welder,541-549-7743,03/04/2005,Draft EIS,20050081,03/04/2005,EC2,,,03/04/2005,OR, ,"B&B Fire Recovery Project, Proposed Harvest of Fire-Killed Trees, Reduction of Fuels, Planting of Tree, Deschutes National Forest, Sister Ranger District, Jefferson and Deschutes Counties, OR,",
2214,USFS,"Revision of FR Notice Published on 02/25/2005:  CEQ Review Period Ending 
05/26/2005 has been extended to 06/27/2005",05/27/2005,06/27/2005,05/20/2005,,,Cary  Frost,479-964-7507,02/25/2005,Draft EIS,20050077,02/25/2005,LO,,,02/25/2005,AR, ,"Ozark-St. Francis National Forests Proposed Revised Land and Resource Management Plan, Implementation, Several Counties, AR",
2215,USFS,,,03/28/2005,03/17/2005,,,Beth Ihle,406-266-3425,02/25/2005,Final EIS,20050065,02/25/2005,,,,02/25/2005,MT, ,"North Belts Travel Plan and the Dry Range Project, Provision of Motorized and Non-motorized Recreation, Helena National Forest, Broadwater, Lewis and Clark and Meagher Counties, MT",
2216,USFS,,,03/28/2005,03/28/2005,,,Heidi Heyrend,208-8470375,02/25/2005,Final EIS,20050073,02/25/2005,,,,02/25/2005,ID, ,"South Bear River Range Allotment Management Plan Revisions, Continued Livestock Grazing on Ten Allotments, Caribou-Targhee National Forest, Montpelier Ranger District, Bear Lake and Franklin Counties, ID",
2217,USFS,"Revision of FR Notice Published on 2/25/2005:  CEQ Comment Period Endings on 
4/11/2005 has been Extended to 05/26/2005",03/18/2005,05/26/2005,05/20/2005,,,Bill Pell,501-321-5320,02/25/2005,Draft EIS,20050068,02/25/2005,LO,,,02/25/2005,AR, ,"Ouachita National  Forest, Proposed Revised Land and Resource Management Plan, Implementation, Several Counties, AR; and LeFlore and McCurtain Counties, OK","http://www.aokforests.com/
http://www.aokforests.com/"
2218,USACE,,,04/04/2005,03/08/2005,,,Dr. Terry Roberts,409-766-3035,02/18/2005,Draft EIS,20050060,02/18/2005,LO,,,02/18/2005,TX, ,"Cedar Bayou Navigation Channel (CBNC) Improvement Project, Implementation, Near Baytown in Harris and Chambers Counties, TX",
2219,USFS,,,03/21/2005,03/18/2005,,,Nancy Halstrom,406-522-2520,02/18/2005,Final EIS,20050057,02/18/2005,,,,02/18/2005,MT, ,"Bridger Bowl Ski Aea, Permit Renewal and Master Development Plan Update, Implementation, Special Use Permit and COE Section 404 Permit, Gallatin National Forest, in the City of Bozeman, MT",
2220,USFS,,,03/21/2005,03/10/2005,,,Jim Shores,205-926-9765,02/18/2005,Final EIS,20050055,02/18/2005,,,,02/18/2005,AL, ,"Longleaf Ecosystem Restoration Project, Proposes a Five-Year Project to Begin Restoration of Native Longleaf, Talladega National Forest, Oakmulgee District, Tuscaloosa, Hale, Bibbs and Perry Counties, AL",
2221,USACE,,,03/28/2005,03/28/2005,,,Mark Mendelsohn,410-962-9499,02/11/2005,Draft EIS,20050050,02/11/2005,EC1,,,02/11/2005,00, ,"TIER 1-DEIS  Baltimore Harbor and Channnels Dredged Material Management Plan (DMMP), To Analyze Dredged Material Placement, Port of Balitmore, Chesapeake Bay, MD, PA, DE, WV, VA, DC, and NY  ",
2222,USCG,,,03/28/2005,04/16/2005,,,Ken Smith,202-267-0225,02/11/2005,Draft EIS,20050053,02/11/2005,EO2,,,02/11/2005,00, ,"Compass Port and Deepwater Port License Application, To Construct a Liquefied Natural Gas (LNG) Receiving, Storage and Regasification Facility, Proposed Offshore Pipeline and Fabrication Site, NPDES Permit, US Army COE Section 10 and 404 Permits, Mobile County, AL and San Patricio and Nueces County, TX, ",
2223,USFS,,,03/14/2005,02/17/2005,,,Charles Ernst,928-635-8317,02/11/2005,Final EIS,20050045,02/11/2005,,,,02/11/2005,AZ, ,"Coconino, Kaibab, and Prescott National Forest, Integrated Treatment of Noxious and Invasive Weeds, Implementation, Coconino, Mojave and Yavapai Counties, AZ",
2224,USFS,,,03/28/2005,03/28/2005,,,Tom Neal,618-658-2111,02/11/2005,Draft Supplement,20050051,02/11/2005,LO,,,02/11/2005,IL, ,"Kudzu Eradication, Proposal to Eradicate Known Kudzu Infestations, Updated Information, Shawne National Forest, Application for Herbicide and Mechanical Treatment, Jackson, Alexander and Pope Counties, IL ",
2225,NSF,,,03/07/2005,02/11/2005,,,Polly A. Penhale,703-292-8033,02/04/2005,Final EIS,20050034,02/04/2005,,,,02/04/2005,00, ,"Development and Implementation of Surface Traverse Capabilities in Antarctia Comprehensive Environmental Evaluation, Antartica",
2226,USFS,,,03/21/2005,03/16/2005,,,Mary Beth Adams,304-478-2000 Ext. 130,02/04/2005,Draft EIS,20050032,02/04/2005,EC2,,,02/04/2005,WV, ,"Fernow Experimental Forest, To Continue Long-Term Research and Initiate New Research, Involving Removal of Trees, Prescribed Burning, Stem Injection of Selected Trees, Control Invasive Plant Species, Northeastern Research Station, Parson, Tucker County, WV",
2227,USFS,,,03/21/2005,03/28/2005,,,Mary Furney,530-478-6263,02/04/2005,Draft EIS,20050036,02/04/2005,LO,,,02/04/2005,NV, ,"Burlington Ridge Trails Project, To Eliminate, Reconstruct/or Reroute Unsound Trail Sections, Tahoe National Forest, Yuba River Ranger District, Camptonville, Nevada County, CA",
2228,USFS,,,03/21/2005,03/09/2005,,,Vicky Estrada,505-847-2990,02/04/2005,Draft EIS,20050039,02/04/2005,LO,,,02/04/2005,NM, ,"Tajique Watershed Restoration Project, Proposes Fuel Reduction and Restore Forest Health, Cibola National Forest, Torrance County, NM",
2229,USFS,,,03/07/2005,03/30/2005,,,Roger Kesterson,307-782-6555,02/04/2005,Final Supplement,20050040,02/04/2005,,,,02/04/2005,UT, ,"Table Top Exploratory Oil and Gas Wells, New Information from the Approval 1994 Final EIS, Wasatch-Cache National Forest, Evanston Ranger District, Summit County, UT",
2230,USFS,,,03/07/2005,02/25/2005,,,Craig L. Yancey,307-674-2600,02/04/2005,Final EIS,20050042,02/04/2005,,,,02/04/2005,WY, ,"Tongue Allotment Management Plan, Proposal to Continue Livestock Grazing on All or Portions of the 22 Allotment, Bighorn National Forest, Tongue and Medicine Wheel/ Paintrock Ranger Districts, Johnson, Sheridan and Bighorn Counties, WY",
2231,USFS,,,05/05/2005,05/05/2005,,,Laura Watts,573-341-7471,02/04/2005,Draft EIS,20050037,02/04/2005,EC2,,,02/04/2005,MO, ,"Mark Twain National Forest Land and Resource Management Plan, Implementation, Revise to the 1986 Land and Resource Management Plan, several counties, MO",
2232,USFS,,,03/07/2005,02/25/2005,,,Craig Trulock,3073674326,02/04/2005,Final EIS,20050035,02/04/2005,,,,02/04/2005,WY, ,"Upper Green River Area Rangeland Project, Propose Site Specific  Grazing Management Practices, Bridger-Teton Forest, Sublette, Teton and Fremont Counties, WY",
2233,NOAA,"Revision on FR Notice Published on 01/28/05:  CEQ Wait Period Ending 02/22/2005 
has been Extended to 03/01/2005",02/04/2005,02/22/2005,02/09/2005,,,Peter D. Colosi,978-281-3332,01/28/2005,Final EIS,20050017,01/28/2005,,,,01/28/2005,00, ,"Atlantic Herring Fishery Management Plan, Minimizing Impacts on Essential Fish Habitat of Any Species, Gulf of Maine - Georges Bank, ME, NH, MA, CT and RI",
2234,USAF,,,02/28/2005,02/28/2005,,,Lt. Col. Dee Anderson,210-671-2907,01/28/2005,Unknown,20050025,01/28/2005,,,,01/28/2005,TX, ,"Relocation of the C-5 Formal Training Unit from Altus Air Force Base, Oklahoma to Lackland Air Force Base, Bexar County, TX, ",
2235,USFS,,,03/29/2005,03/29/2005,,,Frank Landis ,719-477-4203,01/28/2005,Draft EIS,20050024,01/28/2005,EC2,,,01/28/2005,CO, ,"Gold Camp Road Plan, Develop a Feasible  Plan to Manage the Operation of Tunnel #3 and the 8.5 mile Road Segment, Pike National Forest, Pike Peak Ranger District, Colorado Springs, EL Paso County, CO ",
2236,USFS,"Revision of FR Notice Published on 1/28/2005: CEQ Review Period Ending 
03/15/2005 has been extended to 03/31/2005",03/31/2005,03/31/2005,04/07/2005,,,Jan Flatten ,509-826-3277,01/28/2005,Draft EIS,20050022,01/28/2005,EC2,,,01/28/2005,WA, ,"Methow Transmission Project, Construction of New Transmission Line or Reconstruction an Existing Line, Okanogan and Wenatchee National Forests, Methow Valley Ranger District, Okanogan County, WA",
2237,USFS,,,02/28/2005,02/28/2005,,,Bill Tremblay,907-772-5877,01/28/2005,Final EIS,20050019,01/28/2005,,,,01/28/2005,AK, ,"Shoreline Outfitter/Guide Plan, Commercial Permits Issuance for Shoreline-Based Activities on Naitonal Forest System Lnads, Admiralty Island National Monument, Hoonah, Sitka and Juneau Ranger Districts, Tongass National Forest, AK",
2238,USN,,,03/14/2005,02/23/2005,,,Will Sloger,843-820-5797,01/28/2005,Draft EIS,20050020,01/28/2005,EC2,,,01/28/2005,FL, ,"Navy Air-To-Ground Training at Avon Park Air Force Range, To Conduct Air-To-Ground Ordnance Delivery and Training, Fleet Forces Command's Fleet Readiness Training Program (FRTP), Polk and Highland Counties, FL ",
2239,USFS,"Revision of FR Notice Published on 01/14/2005:  CEQ Comment Period Ending on 
02/28/2005 has been Extended to 03/30/2005",02/18/2005,03/30/2005,03/23/2005,,,Rick Vallejos,801-625-5112,01/14/2005,Draft EIS,20050000,01/14/2005,EC2,,,01/14/2005,UT, ,"Ogden Ranger District Travel Plan, To Update the Travel Management Plan, Wasatch-Cache National Plan, Ogden Ranger District, Box Elder, Cache, Morgan, Weber and Rich Counties, UT",
2240,USFS,,,02/14/2005,01/20/2005,,,Barbara Ping,406-522-2570,01/14/2005,Final EIS,20050003,01/14/2005,,,,01/14/2005,MT, ,"Gallatin National Forest, Main Boulder Fuels Reduction Project, Implementation, Gallatin National Forest, Big Timber Ranger District, Big Timber, Sweetgrass and Park Counties, MT",
2241,USFWS,,,02/14/2005,02/18/2005,,,Nanette Seto,503-231-6164,01/14/2005,Final EIS,20050004,01/14/2005,,,,01/14/2005,WA, ,"Caspian Tern (sterna caspia) Management to Reduce Predation of Juvenile Salmonids in the Columbia River Estuary, To Comply  with the 2002 Settlement Agreement, Endangered Species Act (ESA), Columbia River, WA, OR, ID and CA",
2242,USAF,,,02/22/2005,02/16/2005,,,Brenda Cook,505-784-4131,01/07/2005,Draft EIS,20040604,01/07/2005,LO,,,01/07/2005,NM, ,"New Mexico Training Initiative, Proposal to Modify the Training Airspace New Cannon Air Force Base (AFB), NM, ",
2243,USFS,,,02/14/2005,02/08/2005,,,Robert Haggard,530-233-8840,12/30/2004,Draft EIS,20040595,12/30/2004,EC2,,,12/30/2004,CA, ,"Modoc National Forest Noxious Weed Treatment Project, Proposes to Implement a Control and Eradication Project, Lassen, Modoc and Siskiyou Counties, CA",
2244,USFS,,,02/14/2005,02/14/2005,,,Annie F. Archie,715-362-1300,12/30/2004,Draft EIS,20040597,12/30/2004,EC2,,,12/30/2004,WI, ,"Lakewood/Laona Plantation Thinning Project, To Implement Vegetation Management  Activities, Chequamegon-Nicolet National Forest, Lakewood Ranger District, Forest, Langlade and Oconto Counties, WI ",
2245,USFS,"Revision of FR Notice Published on 12/30/2004:   CEQ Wait Period Ending 
01/30/2005 Corrected to 01/31/2005.",01/07/2005,01/31/2005,01/25/2005,,,Greg Hanson,208-523-1412,12/30/2004,Final EIS,20040598,12/30/2004,,,,12/30/2004,ID, ,"Caribou Sheep Allotment Management Plan Revision, Authorize Continue Livestock Grazing, Caribou-Targhee National Forest, Palisades Ranger District, Bonneville County, ID",
2246,USFS,,,02/07/2005,02/04/2005,,,John Murphy,719-852-5941,12/23/2004,Draft EIS,20040593,12/23/2004,EC2,,,12/23/2004,CO, ,"County Line Vegetation Management Project,  Salvaging Spruce Beetle Infected Trees and Thinning Spruce-Fir Stand, Rio Grande National Forest, Conejos Peak Ranger District, Conejos County, CO",
2247,USFS,,,02/22/2005,02/18/2005,,,Randy Shepard,509-563-1400,12/23/2004,Draft EIS,20040590,12/23/2004,EC2,,,12/23/2004,WA, ,"White Pass Expansion Master Development Plan, Implementation, Naches Ranger District, Okanogan-Wenatchee National Forests and Cowlitz Valley Ranger District, Gifford Pinchot National Forest, Yakima and Lewis Counties, WA",
2248,USFS,,,01/24/2005,02/03/2005,,,Jeff Defreest,907-790-7457,12/23/2004,Second Final Supplement,20040589,12/23/2004,,,,12/23/2004,AK, ,"Kensington Gold Project, Proposed Modifications of the 1998 Approved Plan Operation, NPDES, ESA and US Army COE Section 10 and 404 Permits, Tongass National Forest, City of Juneau, AK",
2249,USFWS,,,01/24/2005,01/27/2005,,,Laurie Shannon,303-289-0151,12/23/2004,Final EIS,20040592,12/23/2004,,,,12/23/2004,CO, ,"Rocky Flats National Wildlife Refuge Comprehensive Conservation Plan, 15-Year Guidance for Management of Refuge Operations, Habitat Restoration and Visitor Services, Implementation, Jefferson and Boulder Counties, CO",
2250,USACE,,,01/31/2005,01/31/2005,,,Barry Schueler,502315-6780,12/17/2004,Draft EIS,20040571,12/17/2004,EC2,,,12/17/2004,OH, ,"Mill Creek, Ohio Flood Damage Reduction Project, To Reduce Damages to Communities, Hamilton County, OH",
2251,USFS,,,02/15/2005,02/11/2005,,,Sam DesGeorges,505-753-7331,12/17/2004,Draft EIS,20040574,12/17/2004,LO,,,12/17/2004,NM, ,"Buckman Water Diversion Project, Proposal to Divert Water from Rio Grande and San Juan-Chama Project, To Meet Water Supply Needs, Sante Fe National Forest and Taos Field Office, Sante Fe County, NM",
2252,USFS,,,01/18/2005,01/21/2005,,,Sherri Chambers,541-496-3532,12/17/2004,Final EIS,20040570,12/17/2004,,,,12/17/2004,OR, ,"Diamond Lake Restoration Project, Improve Water Quality and the Recreational Fishery, Umpqua National Forest, Diamond Lake Ranger District, Umpqua River Basin, Douglas County, OR",
